"ROI_TOTAL.Photons.s","MEAN.Photons.s.cm.2.sr","AREA.Pixels..cm.2","Treatment","Site","Group","Mouse_number","day","exp","Mouse"
325760.84,1824.0135,14.21,"infected","Body","4B","4",17,15,"4B-4"
356443.13,1995.8112,14.21,"infected","Body","4B","5",17,15,"4B-5"
45875.625,1165.1293,3.133,"control","Salivary Gland","3A","1",18,15,"3A-1"
46366.09,1177.5859,3.133,"control","Salivary Gland","3A","2",18,15,"3A-2"
52881.035,1343.0497,3.133,"control","Salivary Gland","3A","3",18,15,"3A-3"
54415.156,1382.0125,3.133,"control","Salivary Gland","3A","4",18,15,"3A-4"
41360.625,1050.4592,3.133,"control","Salivary Gland","3A","5",18,15,"3A-5"
300713.34,1683.7667,14.21,"control","Body","3A","1",18,15,"3A-1"
287714.78,1610.9846,14.21,"control","Body","3A","2",18,15,"3A-2"
288346.34,1614.521,14.21,"control","Body","3A","3",18,15,"3A-3"
261072.7,1461.8091,14.21,"control","Body","3A","4",18,15,"3A-4"
248199.58,1389.7295,14.21,"control","Body","3A","5",18,15,"3A-5"
51174.477,1299.7072,3.133,"control","Salivary Gland","4A","1",18,15,"4A-1"
52681.719,1337.9875,3.133,"control","Salivary Gland","4A","2",18,15,"4A-2"
53732.078,1364.6641,3.133,"control","Salivary Gland","4A","3",18,15,"4A-3"
58157.5,1477.059,3.133,"control","Salivary Gland","4A","4",18,15,"4A-4"
40966.457,1040.4484,3.133,"control","Salivary Gland","4A","5",18,15,"4A-5"
284216.56,1591.3972,14.21,"control","Body","4A","1",18,15,"4A-1"
283746.25,1588.7638,14.21,"control","Body","4A","2",18,15,"4A-2"
313756.63,1756.7993,14.21,"control","Body","4A","3",18,15,"4A-3"
260938.31,1461.0568,14.21,"control","Body","4A","4",18,15,"4A-4"
269811.59,1510.7402,14.21,"control","Body","4A","5",18,15,"4A-5"
800234.44,20324.008,3.133,"infected","Salivary Gland","3B","1",18,15,"3B-1"
837093.44,21260.137,3.133,"infected","Salivary Gland","3B","2",18,15,"3B-2"
2119888.8,53840.016,3.133,"infected","Salivary Gland","3B","3",18,15,"3B-3"
153574.95,3900.4299,3.133,"infected","Salivary Gland","3B","4",18,15,"3B-4"
229761.09,5835.3726,3.133,"infected","Salivary Gland","3B","5",18,15,"3B-5"
403214.59,2257.696,14.21,"infected","Body","3B","1",18,15,"3B-1"
284028.41,1590.3439,14.21,"infected","Body","3B","2",18,15,"3B-2"
332596.03,1862.2856,14.21,"infected","Body","3B","3",18,15,"3B-3"
306518.31,1716.2701,14.21,"infected","Body","3B","4",18,15,"3B-4"
321021.88,1797.479,14.21,"infected","Body","3B","5",18,15,"3B-5"
147803.55,3753.8503,3.133,"infected","Salivary Gland","4B","1",18,15,"4B-1"
322643.31,8194.3555,3.133,"infected","Salivary Gland","4B","2",18,15,"4B-2"
227743.23,5784.1235,3.133,"infected","Salivary Gland","4B","3",18,15,"4B-3"
93415.258,2372.5203,3.133,"infected","Salivary Gland","4B","4",18,15,"4B-4"
549450.44,13954.703,3.133,"infected","Salivary Gland","4B","5",18,15,"4B-5"
333079.78,1864.9943,14.21,"infected","Body","4B","1",18,15,"4B-1"
349822.91,1958.743,14.21,"infected","Body","4B","2",18,15,"4B-2"
354284.16,1983.7225,14.21,"infected","Body","4B","3",18,15,"4B-3"
330486.34,1850.473,14.21,"infected","Body","4B","4",18,15,"4B-4"
318916.69,1785.6915,14.21,"infected","Body","4B","5",18,15,"4B-5"
50675.055,1287.0231,3.133,"control","Salivary Gland","3A","1",19,15,"3A-1"
45248.539,1149.2028,3.133,"control","Salivary Gland","3A","2",19,15,"3A-2"
45221.664,1148.5203,3.133,"control","Salivary Gland","3A","3",19,15,"3A-3"
40393.125,1025.8871,3.133,"control","Salivary Gland","3A","4",19,15,"3A-4"
42332.602,1075.1451,3.133,"control","Salivary Gland","3A","5",19,15,"3A-5"
284691.34,1594.0557,14.21,"control","Body","3A","1",19,15,"3A-1"
214511.77,1201.1033,14.21,"control","Body","3A","2",19,15,"3A-2"
242614.06,1358.4547,14.21,"control","Body","3A","3",19,15,"3A-3"
284955.59,1595.5354,14.21,"control","Body","3A","4",19,15,"3A-4"
287652.06,1610.6334,14.21,"control","Body","3A","5",19,15,"3A-5"
60468.746,1535.759,3.133,"control","Salivary Gland","4A","1",19,15,"4A-1"
55792.5,1416.9938,3.133,"control","Salivary Gland","4A","2",19,15,"4A-2"
61626.613,1565.166,3.133,"control","Salivary Gland","4A","3",19,15,"4A-3"
55219.164,1402.4324,3.133,"control","Salivary Gland","4A","4",19,15,"4A-4"
52258.441,1327.2372,3.133,"control","Salivary Gland","4A","5",19,15,"4A-5"
333339.59,1866.449,14.21,"control","Body","4A","1",19,15,"4A-1"
311037.81,1741.5758,14.21,"control","Body","4A","2",19,15,"4A-2"
315234.81,1765.0758,14.21,"control","Body","4A","3",19,15,"4A-3"
304690.81,1706.0376,14.21,"control","Body","4A","4",19,15,"4A-4"
284462.91,1592.7766,14.21,"control","Body","4A","5",19,15,"4A-5"
686217.31,17428.25,3.133,"infected","Salivary Gland","3B","1",19,15,"3B-1"
1064308.1,27030.838,3.133,"infected","Salivary Gland","3B","2",19,15,"3B-2"
2125577.3,53984.492,3.133,"infected","Salivary Gland","3B","3",19,15,"3B-3"
58309.793,1480.9269,3.133,"infected","Salivary Gland","3B","4",19,15,"3B-4"
246307.13,6255.6021,3.133,"infected","Salivary Gland","3B","5",19,15,"3B-5"
380576.88,2130.9419,14.21,"infected","Body","3B","1",19,15,"3B-1"
360375.81,2017.8313,14.21,"infected","Body","3B","2",19,15,"3B-2"
346709.91,1941.3125,14.21,"infected","Body","3B","3",19,15,"3B-3"
307673.94,1722.7408,14.21,"infected","Body","3B","4",19,15,"3B-4"
319033.13,1786.3435,14.21,"infected","Body","3B","5",19,15,"3B-5"
353012.06,8965.6475,3.133,"infected","Salivary Gland","4B","1",19,15,"4B-1"
169294.59,4299.6704,3.133,"infected","Salivary Gland","4B","2",19,15,"4B-2"
200483.02,5091.7808,3.133,"infected","Salivary Gland","4B","3",19,15,"4B-3"
90797.188,2306.0276,3.133,"infected","Salivary Gland","4B","4",19,15,"4B-4"
534570.56,13576.793,3.133,"infected","Salivary Gland","4B","5",19,15,"4B-5"
380366.34,2129.7632,14.21,"infected","Body","4B","1",19,15,"4B-1"
338244.28,1893.9114,14.21,"infected","Body","4B","2",19,15,"4B-2"
389880.09,2183.033,14.21,"infected","Body","4B","3",19,15,"4B-3"
364353.31,2040.1023,14.21,"infected","Body","4B","4",19,15,"4B-4"
361410.53,2023.6249,14.21,"infected","Body","4B","5",19,15,"4B-5"
44979.789,1142.3772,3.133,"control","Salivary Gland","3A","1",20,15,"3A-1"
40771.613,1035.4998,3.133,"control","Salivary Gland","3A","2",20,15,"3A-2"
51523.855,1308.5806,3.133,"control","Salivary Gland","3A","3",20,15,"3A-3"
50469.008,1281.7899,3.133,"control","Salivary Gland","3A","4",20,15,"3A-4"
50612.34,1285.4303,3.133,"control","Salivary Gland","3A","5",20,15,"3A-5"
288538.97,1615.5994,14.21,"control","Body","3A","1",20,15,"3A-1"
282590.59,1582.2931,14.21,"control","Body","3A","2",20,15,"3A-2"
290151.44,1624.6281,14.21,"control","Body","3A","3",20,15,"3A-3"
230968.22,1293.2469,14.21,"control","Body","3A","4",20,15,"3A-4"
226766.77,1269.7219,14.21,"control","Body","3A","5",20,15,"3A-5"
50014.375,1270.2434,3.133,"control","Salivary Gland","4A","1",20,15,"4A-1"
56282.969,1429.4504,3.133,"control","Salivary Gland","4A","2",20,15,"4A-2"
57080.262,1449.6997,3.133,"control","Salivary Gland","4A","3",20,15,"4A-3"
48336.926,1227.6403,3.133,"control","Salivary Gland","4A","4",20,15,"4A-4"
43963.02,1116.5537,3.133,"control","Salivary Gland","4A","5",20,15,"4A-5"
297555.5,1666.0852,14.21,"control","Body","4A","1",20,15,"4A-1"
281488.75,1576.1235,14.21,"control","Body","4A","2",20,15,"4A-2"
288207.5,1613.7434,14.21,"control","Body","4A","3",20,15,"4A-3"
276727.38,1549.4636,14.21,"control","Body","4A","4",20,15,"4A-4"
319651.25,1789.8046,14.21,"control","Body","4A","5",20,15,"4A-5"
567886.63,14422.939,3.133,"infected","Salivary Gland","3B","1",20,15,"3B-1"
977770.75,24832.998,3.133,"infected","Salivary Gland","3B","2",20,15,"3B-2"
1524135,38709.32,3.133,"infected","Salivary Gland","3B","3",20,15,"3B-3"
171679.73,4360.2476,3.133,"infected","Salivary Gland","3B","4",20,15,"3B-4"
194790,4947.1919,3.133,"infected","Salivary Gland","3B","5",20,15,"3B-5"
445977.19,2497.134,14.21,"infected","Body","3B","1",20,15,"3B-1"
396245,2218.6714,14.21,"infected","Body","3B","2",20,15,"3B-2"
421641.88,2360.8748,14.21,"infected","Body","3B","3",20,15,"3B-3"
421288.03,2358.8936,14.21,"infected","Body","3B","4",20,15,"3B-4"
359694.97,2014.0192,14.21,"infected","Body","3B","5",20,15,"3B-5"
176340.33,4478.6147,3.133,"infected","Salivary Gland","4B","1",20,15,"4B-1"
219067.08,5563.771,3.133,"infected","Salivary Gland","4B","2",20,15,"4B-2"
197992.61,5028.5303,3.133,"infected","Salivary Gland","4B","3",20,15,"4B-3"
118982.34,3021.8618,3.133,"infected","Salivary Gland","4B","4",20,15,"4B-4"
552312.63,14027.396,3.133,"infected","Salivary Gland","4B","5",20,15,"4B-5"
407039.81,2279.1143,14.21,"infected","Body","4B","1",20,15,"4B-1"
404226.88,2263.364,14.21,"infected","Body","4B","2",20,15,"4B-2"
451688.13,2529.1111,14.21,"infected","Body","4B","3",20,15,"4B-3"
471566.63,2640.4155,14.21,"infected","Body","4B","4",20,15,"4B-4"
344304.56,1927.8445,14.21,"infected","Body","4B","5",20,15,"4B-5"
49983.02,1269.447,3.133,"control","Salivary Gland","3A","1",21,15,"3A-1"
29515.469,749.62109,3.133,"control","Salivary Gland","3A","2",21,15,"3A-2"
52715.309,1338.8406,3.133,"control","Salivary Gland","3A","3",21,15,"3A-3"
45597.918,1158.0762,3.133,"control","Salivary Gland","3A","4",21,15,"3A-4"
54036.664,1372.3998,3.133,"control","Salivary Gland","3A","5",21,15,"3A-5"
253861.25,1421.4305,14.21,"control","Body","3A","1",21,15,"3A-1"
231559.48,1296.5575,14.21,"control","Body","3A","2",21,15,"3A-2"
242493.11,1357.7776,14.21,"control","Body","3A","3",21,15,"3A-3"
181755.63,1017.6937,14.21,"control","Body","3A","4",21,15,"3A-4"
192254.8,1076.4811,14.21,"control","Body","3A","5",21,15,"3A-5"
62251.457,1581.0355,3.133,"control","Salivary Gland","4A","1",21,15,"4A-1"
58110.469,1475.8645,3.133,"control","Salivary Gland","4A","2",21,15,"4A-2"
54975.055,1396.2325,3.133,"control","Salivary Gland","4A","3",21,15,"4A-3"
56912.289,1445.4336,3.133,"control","Salivary Gland","4A","4",21,15,"4A-4"
53252.813,1352.4918,3.133,"control","Salivary Gland","4A","5",21,15,"4A-5"
339001.25,1898.1499,14.21,"control","Body","4A","1",21,15,"4A-1"
311535,1744.3596,14.21,"control","Body","4A","2",21,15,"4A-2"
304731.13,1706.2633,14.21,"control","Body","4A","3",21,15,"4A-3"
261986.47,1466.9255,14.21,"control","Body","4A","4",21,15,"4A-4"
261726.66,1465.4708,14.21,"control","Body","4A","5",21,15,"4A-5"
611023.25,15518.504,3.133,"infected","Salivary Gland","3B","1",21,15,"3B-1"
1614506.6,41004.539,3.133,"infected","Salivary Gland","3B","2",21,15,"3B-2"
2067363.8,52506.012,3.133,"infected","Salivary Gland","3B","3",21,15,"3B-3"
156627.5,3977.9573,3.133,"infected","Salivary Gland","3B","4",21,15,"3B-4"
265278.66,6737.4321,3.133,"infected","Salivary Gland","3B","5",21,15,"3B-5"
374601.63,2097.4851,14.21,"infected","Body","3B","1",21,15,"3B-1"
411088.94,2301.7864,14.21,"infected","Body","3B","2",21,15,"3B-2"
346786.03,1941.7389,14.21,"infected","Body","3B","3",21,15,"3B-3"
432499.38,2431.4729,14.15,"infected","Body","3B","4",21,15,"3B-4"
367685.84,2058.7617,14.21,"infected","Body","3B","5",21,15,"3B-5"
139850.78,3551.8696,3.133,"infected","Salivary Gland","4B","1",21,15,"4B-1"
202933.13,5154.0078,3.133,"infected","Salivary Gland","4B","2",21,15,"4B-2"
147310.83,3741.3367,3.133,"infected","Salivary Gland","4B","3",21,15,"4B-3"
60831.563,1544.9736,3.133,"infected","Salivary Gland","4B","4",21,15,"4B-4"
789784.56,20058.605,3.133,"infected","Salivary Gland","4B","5",21,15,"4B-5"
386346.03,2163.2449,14.21,"infected","Body","4B","1",21,15,"4B-1"
353881.03,1981.4655,14.21,"infected","Body","4B","2",21,15,"4B-2"
350821.78,1964.3359,14.21,"infected","Body","4B","3",21,15,"4B-3"
363780,2036.8921,14.21,"infected","Body","4B","4",21,15,"4B-4"
441435.28,2471.7029,14.21,"infected","Body","4B","5",21,15,"4B-5"
40500.625,1028.6173,3.133,"control","Salivary Gland","3A","1",22,15,"3A-1"
53982.918,1371.0348,3.133,"control","Salivary Gland","3A","2",22,15,"3A-2"
41494.996,1053.8719,3.133,"control","Salivary Gland","3A","3",22,15,"3A-3"
37246.512,945.97076,3.133,"control","Salivary Gland","3A","4",22,15,"3A-4"
48128.645,1222.3505,3.133,"control","Salivary Gland","3A","5",22,15,"3A-5"
271079.16,1517.8378,14.21,"control","Body","3A","1",22,15,"3A-1"
246363.13,1379.4467,14.21,"control","Body","3A","2",22,15,"3A-2"
260445.63,1458.298,14.21,"control","Body","3A","3",22,15,"3A-3"
225848.53,1269.7003,14.15,"control","Body","3A","4",22,15,"3A-4"
196187.5,1098.5012,14.21,"control","Body","3A","5",22,15,"3A-5"
69675.672,1769.5927,3.133,"control","Salivary Gland","4A","1",22,15,"4A-1"
73975.68,1878.8021,3.133,"control","Salivary Gland","4A","2",22,15,"4A-2"
57570.727,1462.1564,3.133,"control","Salivary Gland","4A","3",22,15,"4A-3"
58712.918,1491.1652,3.133,"control","Salivary Gland","4A","4",22,15,"4A-4"
64276.035,1632.455,3.133,"control","Salivary Gland","4A","5",22,15,"4A-5"
361298.53,2022.9978,14.21,"control","Body","4A","1",22,15,"4A-1"
316811.47,1773.9039,14.21,"control","Body","4A","2",22,15,"4A-2"
361325.41,2023.1482,14.21,"control","Body","4A","3",22,15,"4A-3"
286962.31,1606.7712,14.21,"control","Body","4A","4",22,15,"4A-4"
316910,1774.4557,14.21,"control","Body","4A","5",22,15,"4A-5"
396601.06,10072.702,3.133,"infected","Salivary Gland","3B","1",22,15,"3B-1"
1258191.1,31954.994,3.133,"infected","Salivary Gland","3B","2",22,15,"3B-2"
68119.164,1730.0609,3.133,"infected","Salivary Gland","3B","3",22,15,"3B-3"
116211.98,2951.5012,3.133,"infected","Salivary Gland","3B","4",22,15,"3B-4"
223962.81,5688.1104,3.133,"infected","Salivary Gland","3B","5",22,15,"3B-5"
371985.84,2082.8386,14.21,"infected","Body","3B","1",22,15,"3B-1"
378668.75,2120.2578,14.21,"infected","Body","3B","2",22,15,"3B-2"
290948.75,1629.0923,14.21,"infected","Body","3B","3",22,15,"3B-3"
453327.5,2538.2903,14.21,"infected","Body","3B","4",22,15,"3B-4"
354373.72,1984.2242,14.21,"infected","Body","3B","5",22,15,"3B-5"
134278.7,3410.3521,3.133,"infected","Salivary Gland","4B","1",22,15,"4B-1"
160067.48,4065.3247,3.133,"infected","Salivary Gland","4B","2",22,15,"4B-2"
135100.63,3431.2271,3.133,"infected","Salivary Gland","4B","3",22,15,"4B-3"
95943.742,2436.7378,3.133,"infected","Salivary Gland","4B","4",22,15,"4B-4"
359276.19,9124.7412,3.133,"infected","Salivary Gland","4B","5",22,15,"4B-5"
354508.13,1984.9766,14.21,"infected","Body","4B","1",22,15,"4B-1"
365105.81,2044.3157,14.21,"infected","Body","4B","2",22,15,"4B-2"
368599.56,2063.8782,14.21,"infected","Body","4B","3",22,15,"4B-3"
340058.31,1904.0688,14.21,"infected","Body","4B","4",22,15,"4B-4"
390144.38,2184.5127,14.21,"infected","Body","4B","5",22,15,"4B-5"
57167.605,1451.918,3.133,"control","Salivary Gland","3A","1",23,15,"3A-1"
58491.199,1485.5341,3.133,"control","Salivary Gland","3A","2",23,15,"3A-2"
55689.48,1414.3772,3.133,"control","Salivary Gland","3A","3",23,15,"3A-3"
52997.496,1346.0074,3.133,"control","Salivary Gland","3A","4",23,15,"3A-4"
52110.621,1323.483,3.133,"control","Salivary Gland","3A","5",23,15,"3A-5"
321989.38,1802.8964,14.21,"control","Body","3A","1",23,15,"3A-1"
308583.22,1727.832,14.21,"control","Body","3A","2",23,15,"3A-2"
302684.16,1694.8018,14.21,"control","Body","3A","3",23,15,"3A-3"
243424.8,1368.5125,14.15,"control","Body","3A","4",23,15,"3A-4"
293546.66,1643.6387,14.21,"control","Body","3A","5",23,15,"3A-5"
70396.82,1787.908,3.133,"control","Salivary Gland","4A","1",23,15,"4A-1"
62961.406,1599.0664,3.133,"control","Salivary Gland","4A","2",23,15,"4A-2"
61346.668,1558.056,3.133,"control","Salivary Gland","4A","3",23,15,"4A-3"
64399.215,1635.5835,3.133,"control","Salivary Gland","4A","4",23,15,"4A-4"
57104.895,1450.3254,3.133,"control","Salivary Gland","4A","5",23,15,"4A-5"
294191.66,1647.2502,14.21,"control","Body","4A","1",23,15,"4A-1"
307691.84,1722.8412,14.21,"control","Body","4A","2",23,15,"4A-2"
299271.03,1675.6909,14.21,"control","Body","4A","3",23,15,"4A-3"
280763.13,1572.0607,14.21,"control","Body","4A","4",23,15,"4A-4"
308731.03,1728.6597,14.21,"control","Body","4A","5",23,15,"4A-5"
334651.97,8499.3457,3.133,"infected","Salivary Gland","3B","1",23,15,"3B-1"
1039542.9,26401.861,3.133,"infected","Salivary Gland","3B","2",23,15,"3B-2"
1329156.9,33757.348,3.133,"infected","Salivary Gland","3B","3",23,15,"3B-3"
130099.63,3304.2141,3.133,"infected","Salivary Gland","3B","4",23,15,"3B-4"
233404.89,5927.9165,3.133,"infected","Salivary Gland","3B","5",23,15,"3B-5"
389830.81,2182.7571,14.21,"infected","Body","3B","1",23,15,"3B-1"
415359.81,2325.7,14.21,"infected","Body","3B","2",23,15,"3B-2"
395049.06,2211.9751,14.21,"infected","Body","3B","3",23,15,"3B-3"
387627.09,2170.4177,14.21,"infected","Body","3B","4",23,15,"3B-4"
374252.28,2095.5291,14.21,"infected","Body","3B","5",23,15,"3B-5"
109493.23,2780.8616,3.133,"infected","Salivary Gland","4B","1",23,15,"4B-1"
132905.83,3375.4846,3.133,"infected","Salivary Gland","4B","2",23,15,"4B-2"
118767.34,3016.4014,3.133,"infected","Salivary Gland","4B","3",23,15,"4B-3"
87218.336,2215.1333,3.133,"infected","Salivary Gland","4B","4",23,15,"4B-4"
303340.38,7704.1069,3.133,"infected","Salivary Gland","4B","5",23,15,"4B-5"
436378.31,2443.3877,14.21,"infected","Body","4B","1",23,15,"4B-1"
370942.16,2076.9949,14.21,"infected","Body","4B","2",23,15,"4B-2"
425829.88,2384.3245,14.21,"infected","Body","4B","3",23,15,"4B-3"
375134.69,2100.4697,14.21,"infected","Body","4B","4",23,15,"4B-4"
400607.69,2243.0994,14.21,"infected","Body","4B","5",23,15,"4B-5"
57776.773,1467.3894,3.133,"control","Salivary Gland","4A","1",24,15,"4A-1"
58430.727,1483.9983,3.133,"control","Salivary Gland","4A","2",24,15,"4A-2"
46663.957,1185.151,3.133,"control","Salivary Gland","4A","3",24,15,"4A-3"
56845.105,1443.7273,3.133,"control","Salivary Gland","4A","4",24,15,"4A-4"
58867.445,1495.09,3.133,"control","Salivary Gland","4A","5",24,15,"4A-5"
292964.38,1640.3784,14.21,"control","Body","4A","1",24,15,"4A-1"
265363.75,1485.8357,14.21,"control","Body","4A","2",24,15,"4A-2"
284489.78,1592.927,14.21,"control","Body","4A","3",24,15,"4A-3"
253238.64,1417.9443,14.21,"control","Body","4A","4",24,15,"4A-4"
299817.5,1678.7507,14.21,"control","Body","4A","5",24,15,"4A-5"
73227.656,1859.8043,3.133,"infected","Salivary Gland","4B","1",24,15,"4B-1"
106225.66,2697.8735,3.133,"infected","Salivary Gland","4B","2",24,15,"4B-2"
94651.508,2403.918,3.133,"infected","Salivary Gland","4B","3",24,15,"4B-3"
82217.344,2088.1204,3.133,"infected","Salivary Gland","4B","4",24,15,"4B-4"
309443.22,7859.105,3.133,"infected","Salivary Gland","4B","5",24,15,"4B-5"
268418.53,1502.9403,14.21,"infected","Body","4B","1",24,15,"4B-1"
268615.63,1504.0438,14.21,"infected","Body","4B","2",24,15,"4B-2"
326517.81,1828.2522,14.21,"infected","Body","4B","3",24,15,"4B-3"
304162.28,1703.0782,14.21,"infected","Body","4B","4",24,15,"4B-4"
279871.75,1567.0696,14.21,"infected","Body","4B","5",24,15,"4B-5"
38381.977,974.8089,3.133,"control","Salivary Gland","4A","1",25,15,"4A-1"
47123.074,1196.8114,3.133,"control","Salivary Gland","4A","2",25,15,"4A-2"
44348.227,1126.337,3.133,"control","Salivary Gland","4A","3",25,15,"4A-3"
44061.563,1119.0565,3.133,"control","Salivary Gland","4A","4",25,15,"4A-4"
46715.469,1186.4592,3.133,"control","Salivary Gland","4A","5",25,15,"4A-5"
257973.14,1444.4539,14.21,"control","Body","4A","1",25,15,"4A-1"
215116.44,1204.489,14.21,"control","Body","4A","2",25,15,"4A-2"
227720.83,1275.064,14.21,"control","Body","4A","3",25,15,"4A-3"
179954.98,1007.6115,14.21,"control","Body","4A","4",25,15,"4A-4"
190552.7,1066.9507,14.21,"control","Body","4A","5",25,15,"4A-5"
85198.227,2163.8276,3.133,"infected","Salivary Gland","4B","1",25,15,"4B-1"
137172.23,3483.8408,3.133,"infected","Salivary Gland","4B","2",25,15,"4B-2"
64356.664,1634.5027,3.133,"infected","Salivary Gland","4B","3",25,15,"4B-3"
85986.563,2183.8494,3.133,"infected","Salivary Gland","4B","4",25,15,"4B-4"
420000.28,10666.985,3.133,"infected","Salivary Gland","4B","5",25,15,"4B-5"
355735.41,1991.8485,14.21,"infected","Body","4B","1",25,15,"4B-1"
342777.19,1919.2924,14.21,"infected","Body","4B","2",25,15,"4B-2"
377495.19,2113.6868,14.21,"infected","Body","4B","3",25,15,"4B-3"
308533.94,1727.5562,14.21,"infected","Body","4B","4",25,15,"4B-4"
339556.66,1901.2598,14.21,"infected","Body","4B","5",25,15,"4B-5"
38829.895,986.18481,3.133,"control","Salivary Gland","4A","1",26,15,"4A-1"
